ID TIME DONE
# Manager.Done #1
56 42.9823 0.0
56 42.9823 0.0
56 43.5382 1.0
56 43.5382 1.0
56 1000.69 1.0
# Manager.Done #57
57 0.0 0.0
57 9.75796 0.0
57 9.75796 0.0
57 10.5309 1.0
57 10.5309 1.0
57 1000.7 1.0
# Manager.Done #58
58 0.0 0.0
58 39.922 0.0
58 39.922 0.0
58 40.6288 1.0
58 40.6288 1.0
58 1000.04 1.0
# Manager.Done #59
59 0.0 0.0
59 27.5946 0.0
59 27.5946 0.0
59 28.3575 1.0
59 28.3575 1.0
59 1000.01 1.0
# Manager.Done #60
60 0.0 0.0
60 14.4306 0.0
60 14.4306 0.0
60 15.0418 1.0
60 15.0418 1.0
60 1000.5 1.0
# Manager.Done #61
61 0.0 0.0
61 7.52653 0.0
61 7.52653 0.0
61 8.29544 1.0
61 8.29544 1.0
61 1000.87 1.0
# Manager.Done #62
62 0.0 0.0
62 9.70851 0.0
62 9.70851 0.0
62 10.067 1.0
62 10.067 1.0
62 1000.08 1.0
# Manager.Done #63
63 0.0 0.0
63 8.0914 0.0
63 8.0914 0.0
63 8.60904 1.0
63 8.60904 1.0
63 1000.76 1.0
# Manager.Done #64
64 0.0 0.0
64 13.7528 0.0
64 13.7528 0.0
64 14.4503 1.0
64 14.4503 1.0
64 1000.82 1.0
# Manager.Done #65
65 0.0 0.0
65 12.5984 0.0
65 12.5984 0.0
65 13.2714 1.0
65 13.2714 1.0
65 1000.08 1.0
# Manager.Done #66
66 0.0 0.0
66 27.6644 0.0
66 27.6644 0.0
66 28.4403 1.0
66 28.4403 1.0
66 1000.03 1.0
# Manager.Done #67
67 0.0 0.0
67 4.58059 0.0
67 4.58059 0.0
67 4.7884 1.0
67 4.7884 1.0
67 1000.72 1.0
# Manager.Done #68
68 0.0 0.0
68 1.60124 0.0
68 1.60124 0.0
68 2.25251 1.0
68 2.25251 1.0
68 1000.03 1.0
# Manager.Done #69
69 0.0 0.0
69 18.0349 0.0
69 18.0349 0.0
69 18.7585 1.0
69 18.7585 1.0
69 1000.97 1.0
# Manager.Done #70
70 0.0 0.0
70 10.1715 0.0
70 10.1715 0.0
70 10.4666 1.0
70 10.4666 1.0
70 1000.81 1.0
# Manager.Done #71
71 0.0 0.0
71 9.57473 0.0
71 9.57473 0.0
71 10.2891 1.0
71 10.2891 1.0
71 1000.24 1.0
# Manager.Done #72
72 0.0 0.0
72 11.6447 0.0
72 11.6447 0.0
72 11.7405 1.0
72 11.7405 1.0
72 1000.1 1.0
# Manager.Done #73
73 0.0 0.0
73 11.8095 0.0
73 11.8095 0.0
73 12.5008 1.0
73 12.5008 1.0
73 1000.38 1.0
# Manager.Done #74
74 0.0 0.0
74 24.6813 0.0
74 24.6813 0.0
74 24.6813 1.0
74 1000.11 1.0
# Manager.Done #75
75 0.0 0.0
75 31.3114 0.0
75 31.3114 0.0
75 31.807 1.0
75 31.807 1.0
75 1000.08 1.0
# Manager.Done #76
76 0.0 0.0
76 4.92929 0.0
76 4.92929 0.0
76 4.92929 1.0
76 1000.04 1.0
# Manager.Done #77
77 0.0 0.0
77 17.3978 0.0
77 17.3978 0.0
77 17.9061 1.0
77 17.9061 1.0
77 1000.8 1.0
# Manager.Done #78
78 0.0 0.0
78 19.232 0.0
78 19.232 0.0
78 19.5672 1.0
78 19.5672 1.0
78 1000.11 1.0
# Manager.Done #79
79 0.0 0.0
79 2.65635 0.0
79 2.65635 0.0
79 3.34722 1.0
79 3.34722 1.0
79 1000.13 1.0
# Manager.Done #80
80 0.0 0.0
80 10.1815 0.0
80 10.1815 0.0
80 10.9223 1.0
80 10.9223 1.0
80 1000.06 1.0
# Manager.Done #81
81 0.0 0.0
81 20.7306 0.0
81 20.7306 0.0
81 21.4363 1.0
81 21.4363 1.0
81 1001.35 1.0
# Manager.Done #82
82 0.0 0.0
82 22.5525 0.0
82 22.5525 0.0
82 23.1194 1.0
82 23.1194 1.0
82 1000.4 1.0
# Manager.Done #83
83 0.0 0.0
83 27.8204 0.0
83 27.8204 0.0
83 28.4878 1.0
83 28.4878 1.0
83 1000.22 1.0
# Manager.Done #84
84 0.0 0.0
84 8.74179 0.0
84 8.74179 0.0
84 9.34409 1.0
84 9.34409 1.0
84 1000.1 1.0
# Manager.Done #85
85 0.0 0.0
85 6.99854 0.0
85 6.99854 0.0
85 7.69119 1.0
85 7.69119 1.0
85 1000.09 1.0
# Manager.Done #86
86 0.0 0.0
86 4.21999 0.0
86 4.21999 0.0
86 4.9023 1.0
86 4.9023 1.0
86 1000.28 1.0
# Manager.Done #87
87 0.0 0.0
87 16.3883 0.0
87 16.3883 0.0
87 16.3883 1.0
87 1000.21 1.0
# Manager.Done #88
88 0.0 0.0
88 18.0879 0.0
88 18.0879 0.0
88 18.5574 1.0
88 18.5574 1.0
88 1000.08 1.0
# Manager.Done #89
89 0.0 0.0
89 38.3546 0.0
89 38.3546 0.0
89 39.0376 1.0
89 39.0376 1.0
89 1000.12 1.0
# Manager.Done #90
90 0.0 0.0
90 7.86524 0.0
90 7.86524 0.0
90 8.44069 1.0
90 8.44069 1.0
90 1000.5 1.0
# Manager.Done #91
91 0.0 0.0
91 6.5714 0.0
91 6.5714 0.0
91 7.17983 1.0
91 7.17983 1.0
91 1000.29 1.0
# Manager.Done #92
92 0.0 0.0
92 17.6272 0.0
92 17.6272 0.0
92 18.1746 1.0
92 18.1746 1.0
92 1000.02 1.0
# Manager.Done #93
93 0.0 0.0
93 5.53891 0.0
93 5.53891 0.0
93 5.99125 1.0
93 5.99125 1.0
93 1000.54 1.0
# Manager.Done #94
94 0.0 0.0
94 15.5327 0.0
94 15.5327 0.0
94 16.2624 1.0
94 16.2624 1.0
94 1000.79 1.0
# Manager.Done #95
95 0.0 0.0
95 36.8874 0.0
95 36.8874 0.0
95 37.6244 1.0
95 37.6244 1.0
95 1000.07 1.0
# Manager.Done #96
96 0.0 0.0
96 2.35858 0.0
96 2.35858 0.0
96 3.11829 1.0
96 3.11829 1.0
96 1000.58 1.0
# Manager.Done #97
97 0.0 0.0
97 3.99329 0.0
97 3.99329 0.0
97 4.68362 1.0
97 4.68362 1.0
97 1000.37 1.0
# Manager.Done #98
98 0.0 0.0
98 8.85678 0.0
98 8.85678 0.0
98 8.85678 1.0
98 1000.2 1.0
# Manager.Done #99
99 0.0 0.0
99 11.1224 0.0
99 11.1224 0.0
99 11.4868 1.0
99 11.4868 1.0
99 1000.39 1.0
# Manager.Done #100
100 0.0 0.0
100 9.68099 0.0
100 9.68099 0.0
100 10.1151 1.0
100 10.1151 1.0
100 1000.53 1.0
# Manager.Done #101
101 0.0 0.0
101 22.0486 0.0
101 22.0486 0.0
101 22.4975 1.0
101 22.4975 1.0
101 1000.14 1.0
# Manager.Done #102
102 0.0 0.0
102 28.9924 0.0
102 28.9924 0.0
102 29.6973 1.0
102 29.6973 1.0
102 1000.06 1.0
# Manager.Done #103
103 0.0 0.0
103 17.3631 0.0
103 17.3631 0.0
103 17.9998 1.0
103 17.9998 1.0
103 1000.25 1.0
# Manager.Done #104
104 0.0 0.0
104 26.5475 0.0
104 26.5475 0.0
104 27.1243 1.0
104 27.1243 1.0
104 1000.1 1.0
# Manager.Done #105
105 0.0 0.0
105 5.85337 0.0
105 5.85337 0.0
105 6.53769 1.0
105 6.53769 1.0
105 1000.02 1.0
# Manager.Done #106
106 0.0 0.0
106 24.6615 0.0
106 24.6615 0.0
106 24.9354 1.0
106 24.9354 1.0
106 1000.12 1.0
# Manager.Done #107
107 0.0 0.0
107 1.89251 0.0
107 1.89251 0.0
107 2.52078 1.0
107 2.52078 1.0
107 1000.02 1.0
# Manager.Done #108
108 0.0 0.0
108 21.9078 0.0
108 21.9078 0.0
108 22.5335 1.0
108 22.5335 1.0
108 1000.34 1.0
# Manager.Done #109
109 0.0 0.0
109 4.18668 0.0
109 4.18668 0.0
109 4.66983 1.0
109 4.66983 1.0
109 1000.08 1.0
# Manager.Done #110
110 0.0 0.0
110 12.262 0.0
110 12.262 0.0
110 13.0224 1.0
110 13.0224 1.0
110 1000.78 1.0
# Manager.Done #111
111 0.0 0.0
111 9.17904 0.0
111 9.17904 0.0
111 9.17904 1.0
111 1000.01 1.0
# Manager.Done #112
112 0.0 0.0
112 43.562 0.0
112 43.562 0.0
112 44.3086 1.0
112 44.3086 1.0
112 1000.06 1.0
# Manager.Done #113
113 0.0 0.0
113 3.95144 0.0
113 3.95144 0.0
113 4.56848 1.0
113 4.56848 1.0
113 1000.22 1.0
# Manager.Done #114
114 0.0 0.0
114 13.452 0.0
114 13.452 0.0
114 13.452 1.0
114 1000.28 1.0
# Manager.Done #115
115 0.0 0.0
115 7.11643 0.0
115 7.11643 0.0
115 7.71348 1.0
115 7.71348 1.0
115 1000.53 1.0
# Manager.Done #116
116 0.0 0.0
116 14.6966 0.0
116 14.6966 0.0
116 15.2835 1.0
116 15.2835 1.0
116 1000.22 1.0
# Manager.Done #117
117 0.0 0.0
117 23.9613 0.0
117 23.9613 0.0
117 24.4088 1.0
117 24.4088 1.0
117 1000.57 1.0
# Manager.Done #118
118 0.0 0.0
118 14.7409 0.0
118 14.7409 0.0
118 15.4234 1.0
118 15.4234 1.0
118 1000.38 1.0
# Manager.Done #119
119 0.0 0.0
119 11.9645 0.0
119 11.9645 0.0
119 12.7107 1.0
119 12.7107 1.0
119 1000.18 1.0
# Manager.Done #120
120 0.0 0.0
120 23.555 0.0
120 23.555 0.0
120 24.1701 1.0
120 24.1701 1.0
120 1000.98 1.0
# Manager.Done #121
121 0.0 0.0
121 12.6534 0.0
121 12.6534 0.0
121 12.8362 1.0
121 12.8362 1.0
121 1000.51 1.0
# Manager.Done #122
122 0.0 0.0
122 26.0047 0.0
122 26.0047 0.0
122 26.2091 1.0
122 26.2091 1.0
122 1000.46 1.0
# Manager.Done #123
123 0.0 0.0
123 6.72563 0.0
123 6.72563 0.0
123 7.26477 1.0
123 7.26477 1.0
123 1000.23 1.0
# Manager.Done #124
124 0.0 0.0
124 19.1743 0.0
124 19.1743 0.0
124 19.9219 1.0
124 19.9219 1.0
124 1000.07 1.0
# Manager.Done #125
125 0.0 0.0
125 15.1488 0.0
125 15.1488 0.0
125 15.8209 1.0
125 15.8209 1.0
125 1000.03 1.0
# Manager.Done #126
126 0.0 0.0
126 12.6417 0.0
126 12.6417 0.0
126 13.3328 1.0
126 13.3328 1.0
126 1000.47 1.0
# Manager.Done #127
127 0.0 0.0
127 6.45935 0.0
127 6.45935 0.0
127 6.73154 1.0
127 6.73154 1.0
127 1000.19 1.0
# Manager.Done #128
128 0.0 0.0
128 25.1982 0.0
128 25.1982 0.0
128 25.9279 1.0
128 25.9279 1.0
128 1000.33 1.0
# Manager.Done #129
129 0.0 0.0
129 4.63488 0.0
129 4.63488 0.0
129 5.3993 1.0
129 5.3993 1.0
129 1000.15 1.0
# Manager.Done #130
130 0.0 0.0
130 13.0301 0.0
130 13.0301 0.0
130 13.78 1.0
130 13.78 1.0
130 1000.49 1.0
# Manager.Done #131
131 0.0 0.0
131 11.1814 0.0
131 11.1814 0.0
131 11.5815 1.0
131 11.5815 1.0
131 1000.12 1.0
# Manager.Done #132
132 0.0 0.0
132 9.53502 0.0
132 9.53502 0.0
132 10.2733 1.0
132 10.2733 1.0
132 1000.13 1.0
# Manager.Done #133
133 0.0 0.0
133 10.2772 0.0
133 10.2772 0.0
133 10.6248 1.0
133 10.6248 1.0
133 1000.5 1.0
# Manager.Done #134
134 0.0 0.0
134 31.2735 0.0
134 31.2735 0.0
134 32.0366 1.0
134 32.0366 1.0
134 1000.12 1.0
# Manager.Done #135
135 0.0 0.0
135 19.7038 0.0
135 19.7038 0.0
135 20.3664 1.0
135 20.3664 1.0
135 1001.27 1.0
# Manager.Done #136
136 0.0 0.0
136 31.0957 0.0
136 31.0957 0.0
136 31.4509 1.0
136 31.4509 1.0
136 1000.47 1.0
# Manager.Done #137
137 0.0 0.0
137 19.4564 0.0
137 19.4564 0.0
137 19.8013 1.0
137 19.8013 1.0
137 1000.24 1.0
# Manager.Done #138
138 0.0 0.0
138 71.681 0.0
138 71.681 0.0
138 72.1542 1.0
138 72.1542 1.0
138 1000.24 1.0
# Manager.Done #139
139 0.0 0.0
139 31.2514 0.0
139 31.2514 0.0
139 31.3318 1.0
139 31.3318 1.0
139 1000.01 1.0
# Manager.Done #140
140 0.0 0.0
140 17.4479 0.0
140 17.4479 0.0
140 18.1324 1.0
140 18.1324 1.0
140 1000.06 1.0
# Manager.Done #141
141 0.0 0.0
141 7.59319 0.0
141 7.59319 0.0
141 8.00061 1.0
141 8.00061 1.0
141 1000.24 1.0
# Manager.Done #142
142 0.0 0.0
142 5.9597 0.0
142 5.9597 0.0
142 6.2798 1.0
142 6.2798 1.0
142 1002.19 1.0
# Manager.Done #143
143 0.0 0.0
143 10.4129 0.0
143 10.4129 0.0
143 11.075 1.0
143 11.075 1.0
143 1000.23 1.0
# Manager.Done #144
144 0.0 0.0
144 23.5109 0.0
144 23.5109 0.0
144 23.5109 1.0
144 1000.35 1.0
# Manager.Done #145
145 0.0 0.0
145 10.6609 0.0
145 10.6609 0.0
145 11.3248 1.0
145 11.3248 1.0
145 1000.92 1.0
# Manager.Done #146
146 0.0 0.0
146 25.2349 0.0
146 25.2349 0.0
146 25.7554 1.0
146 25.7554 1.0
146 1000.37 1.0
# Manager.Done #147
147 0.0 0.0
147 49.5047 0.0
147 49.5047 0.0
147 50.1581 1.0
147 50.1581 1.0
147 1000.43 1.0
# Manager.Done #148
148 0.0 0.0
148 41.0692 0.0
148 41.0692 0.0
148 41.3249 1.0
148 41.3249 1.0
148 1000.04 1.0
# Manager.Done #149
149 0.0 0.0
149 16.4549 0.0
149 16.4549 0.0
149 16.6311 1.0
149 16.6311 1.0
149 1000.47 1.0
# Manager.Done #150
150 0.0 0.0
150 14.8128 0.0
150 14.8128 0.0
150 15.4561 1.0
150 15.4561 1.0
150 1000.08 1.0
# Manager.Done #151
151 0.0 0.0
151 24.9611 0.0
151 24.9611 0.0
151 25.7118 1.0
151 25.7118 1.0
151 1000.15 1.0
# Manager.Done #152
152 0.0 0.0
152 9.19729 0.0
152 9.19729 0.0
152 9.64736 1.0
152 9.64736 1.0
152 1000.35 1.0
# Manager.Done #153
153 0.0 0.0
153 15.8874 0.0
153 15.8874 0.0
153 16.4257 1.0
153 16.4257 1.0
153 1001.48 1.0
# Manager.Done #154
154 0.0 0.0
154 28.1067 0.0
154 28.1067 0.0
154 28.4219 1.0
154 28.4219 1.0
154 1000.28 1.0
# Manager.Done #155
155 0.0 0.0
155 7.84304 0.0
155 7.84304 0.0
155 8.24831 1.0
155 8.24831 1.0
155 1000.49 1.0
# Manager.Done #156
156 0.0 0.0
156 8.30263 0.0
156 8.30263 0.0
156 8.70795 1.0
156 8.70795 1.0
156 1000.04 1.0
# Manager.Done #157
157 0.0 0.0
157 44.2574 0.0
157 44.2574 0.0
157 44.8267 1.0
157 44.8267 1.0
157 1000.41 1.0
# Manager.Done #158
158 0.0 0.0
158 33.3518 0.0
158 33.3518 0.0
158 33.4795 1.0
158 33.4795 1.0
158 1000.71 1.0
# Manager.Done #159
159 0.0 0.0
159 6.52408 0.0
159 6.52408 0.0
159 7.29698 1.0
159 7.29698 1.0
159 1000.5 1.0
# Manager.Done #160
160 0.0 0.0
160 8.63355 0.0
160 8.63355 0.0
160 9.15183 1.0
160 9.15183 1.0
160 1000.72 1.0
# Manager.Done #161
161 0.0 0.0
161 11.1781 0.0
161 11.1781 0.0
161 11.9086 1.0
161 11.9086 1.0
161 1000.0 1.0
# Manager.Done #162
162 0.0 0.0
162 6.43847 0.0
162 6.43847 0.0
162 6.89956 1.0
162 6.89956 1.0
162 1000.06 1.0
# Manager.Done #163
163 0.0 0.0
163 9.26636 0.0
163 9.26636 0.0
163 9.60661 1.0
163 9.60661 1.0
163 1000.3 1.0
# Manager.Done #164
164 0.0 0.0
164 13.1101 0.0
164 13.1101 0.0
164 13.8759 1.0
164 13.8759 1.0
164 1000.11 1.0
# Manager.Done #165
165 0.0 0.0
165 18.6954 0.0
165 18.6954 0.0
165 19.4732 1.0
165 19.4732 1.0
165 1000.02 1.0
# Manager.Done #166
166 0.0 0.0
166 14.5006 0.0
166 14.5006 0.0
166 15.0859 1.0
166 15.0859 1.0
166 1000.11 1.0
# Manager.Done #167
167 0.0 0.0
167 21.0714 0.0
167 21.0714 0.0
167 21.0809 1.0
167 21.0809 1.0
167 1000.5 1.0
# Manager.Done #168
168 0.0 0.0
168 15.7999 0.0
168 15.7999 0.0
168 16.5203 1.0
168 16.5203 1.0
168 1000.06 1.0
# Manager.Done #169
169 0.0 0.0
169 17.7476 0.0
169 17.7476 0.0
169 18.4157 1.0
169 18.4157 1.0
169 1000.04 1.0
# Manager.Done #170
170 0.0 0.0
170 15.385 0.0
170 15.385 0.0
170 15.385 1.0
170 1000.25 1.0
# Manager.Done #171
171 0.0 0.0
171 56.769 0.0
171 56.769 0.0
171 57.3768 1.0
171 57.3768 1.0
171 1000.01 1.0
# Manager.Done #172
172 0.0 0.0
172 28.2954 0.0
172 28.2954 0.0
172 28.8271 1.0
172 28.8271 1.0
172 1000.35 1.0
# Manager.Done #173
173 0.0 0.0
173 22.2812 0.0
173 22.2812 0.0
173 22.9991 1.0
173 22.9991 1.0
173 1000.27 1.0
# Manager.Done #174
174 0.0 0.0
174 22.1521 0.0
174 22.1521 0.0
174 22.8805 1.0
174 22.8805 1.0
174 1000.05 1.0
# Manager.Done #175
175 0.0 0.0
175 12.7819 0.0
175 12.7819 0.0
175 13.0087 1.0
175 13.0087 1.0
175 1000.06 1.0
# Manager.Done #176
176 0.0 0.0
176 17.0403 0.0
176 17.0403 0.0
176 17.2892 1.0
176 17.2892 1.0
176 1000.68 1.0
# Manager.Done #177
177 0.0 0.0
177 15.1719 0.0
177 15.1719 0.0
177 15.2269 1.0
177 15.2269 1.0
177 1000.59 1.0
# Manager.Done #178
178 0.0 0.0
178 21.4172 0.0
178 21.4172 0.0
178 21.9057 1.0
178 21.9057 1.0
178 1000.4 1.0
# Manager.Done #179
179 0.0 0.0
179 7.25838 0.0
179 7.25838 0.0
179 7.69587 1.0
179 7.69587 1.0
179 1000.53 1.0
# Manager.Done #180
180 0.0 0.0
180 27.5081 0.0
180 27.5081 0.0
180 28.2685 1.0
180 28.2685 1.0
180 1000.49 1.0
# Manager.Done #181
181 0.0 0.0
181 30.9941 0.0
181 30.9941 0.0
181 31.489 1.0
181 31.489 1.0
181 1000.16 1.0
# Manager.Done #182
182 0.0 0.0
182 32.4465 0.0
182 32.4465 0.0
182 33.1685 1.0
182 33.1685 1.0
182 1000.59 1.0
# Manager.Done #183
183 0.0 0.0
183 6.57208 0.0
183 6.57208 0.0
183 7.14544 1.0
183 7.14544 1.0
183 1000.47 1.0
# Manager.Done #184
184 0.0 0.0
184 5.51689 0.0
184 5.51689 0.0
184 6.13346 1.0
184 6.13346 1.0
184 1000.43 1.0
# Manager.Done #185
185 0.0 0.0
185 12.2318 0.0
185 12.2318 0.0
185 12.9891 1.0
185 12.9891 1.0
185 1000.47 1.0
# Manager.Done #186
186 0.0 0.0
186 7.23952 0.0
186 7.23952 0.0
186 7.68354 1.0
186 7.68354 1.0
186 1000.3 1.0
# Manager.Done #187
187 0.0 0.0
187 35.8913 0.0
187 35.8913 0.0
187 36.1597 1.0
187 36.1597 1.0
187 1000.38 1.0
# Manager.Done #188
188 0.0 0.0
188 9.62841 0.0
188 9.62841 0.0
188 10.1976 1.0
188 10.1976 1.0
188 1000.68 1.0
